# doc/agent-profile-v1.tsv -- frozen effective profile for normal-ascii-color-v1 / llm-final-v1
# Generated by test/agent/gen_profile.py from include/optlist.h.  Do not hand-edit; edit the generator.
# "this build" = the standard Linux configuration present in include/config.h (sys/unix/hints/linux.500).
# The strict agent-only build additionally defines NOTTYGRAPHICS, which removes the TTY_GRAPHICS-only rows below.
#
# Columns: name <TAB> availability/build guard <TAB> resolved startup value <TAB> classification <TAB> setter/handler entry point <TAB> saved-field binding <TAB> rationale
# classification: locked-presentation | locked-gameplay | unavailable-external | char-field
# value: the resolved startup value: 'on'/'off' for booleans, the native default for compound options, or 'x (override)' when the profile overrides it
# runtime mutation allowlist is EMPTY; every row is read-only at runtime
#
# == options (one row per active optlist.h entry) ==
pushweapon	always	off	locked-gameplay	set_in_game	&flags.pushweapon	compiled default pinned
query_menu	always	off	locked-presentation	set_in_game	&iflags.query_menu	compiled default pinned
quick_farsight	always	off	locked-gameplay	set_in_game	&flags.quick_farsight	compiled default pinned
rawio	else_ifdef MICRO	off	unavailable-external	set_in_config	-	platform facility absent
reroll	always	off	locked-gameplay	set_in_config	&u.uroleplay.reroll	role-play extra pinned at default
rest_on_space	always	off	locked-gameplay	set_in_game	&flags.rest_on_space	compiled default pinned
roguesymset	always	-	unavailable-external	set_in_game	-	symset loading disabled
runmode	always	run (RUN_LEAP)	locked-presentation	set_in_game	-	display frequency pinned
safe_pet	always	on	locked-gameplay	set_in_game	&flags.safe_dog	compiled default pinned
safe_wait	always	on	locked-gameplay	set_in_game	&flags.safe_wait	compiled default pinned
sanity_check	always	off	unavailable-external	set_wizonly	&iflags.sanity_check	wizard-only
scores	always	3 top / 2 around / own off	locked-presentation	set_in_game	-	end-of-game disclosure pinned
scroll_amount	always	1 (native default)	locked-presentation	set_gameview	-	window geometry not advertised
scroll_margin	always	5 (native default)	locked-presentation	set_gameview	-	window geometry not advertised
selectsaved	always	off (override)	locked-presentation	set_in_config	&iflags.wc2_selectsaved	no save-selection UI
showdamage	always	off	locked-presentation	set_in_game	&iflags.showdamage	message content pinned
showexp	always	off (override)	locked-presentation	set_in_game	&flags.showexp	optional status field off
showrace	always	off	locked-presentation	set_in_game	&flags.showrace	hero symbol rule pinned
showscore	else_ifdef SCORE_ON_BOTL	off	unavailable-external	set_in_config	-	SCORE_ON_BOTL not compiled
showvers	always	off (override)	locked-presentation	set_in_game	&flags.showvers	optional status field off
silent	always	on	locked-presentation	set_in_game	&flags.silent	no terminal bell
softkeyboard	always	off	unavailable-external	set_in_config	&iflags.wc2_softkeyboard	platform facility absent
sortdiscoveries	always	o (flags.discosort)	locked-presentation	set_in_game	-	compiled default pinned
sortloot	always	loot (flags.sortloot = 'l')	locked-presentation	set_in_game	-	compiled default pinned
sortpack	always	on	locked-presentation	set_in_game	&flags.sortpack	compiled default pinned
sortvanquished	always	o (flags.vansort)	locked-presentation	set_in_game	-	compiled default pinned
soundlib	always	-	unavailable-external	set_gameview	-	sound disabled
sounds	else_ifdef SND_LIB_INTEGRATED	off	unavailable-external	set_in_game	&iflags.sounds	sound disabled
sparkle	always	on	locked-presentation	set_in_game	&flags.sparkle	map effect pinned
spot_monsters	always	off	locked-presentation	set_in_game	&a11y.mon_notices	accessibility message pinned
splash_screen	always	on	locked-presentation	set_in_config	&iflags.wc_splash_screen	compiled default pinned
standout	always	off	locked-presentation	set_in_game	&flags.standout	compiled default pinned
status_updates	always	on	locked-presentation	set_in_config	&iflags.status_updates	status updates pinned on
status condition fields	always	n/a (action)	unavailable-external	set_in_game	-	condition configuration denied
statushilites	ifdef STATUS_HILITES	off (override)	locked-presentation	set_in_game	-	status highlighting off
status highlight rules	ifdef STATUS_HILITES	n/a (action)	unavailable-external	set_in_game	-	status highlight editing denied
statuslines	always	2 (iflags.wc2_statuslines)	locked-presentation	set_in_game	-	compiled default pinned
subkeyvalue	ifdef WIN32CON	-	unavailable-external	set_in_config	-	platform facility absent; guard inactive in this build
suppress_alert	always	0 (flags.suppress_alert)	locked-presentation	set_in_game	-	compiled default pinned
symset	always	-	unavailable-external	set_in_game	-	symset loading disabled
term_cols	always	80 (build constant COLNO)	locked-presentation	set_in_config	-	map size is a build constant
term_rows	always	21 (build constant ROWNO)	locked-presentation	set_in_config	-	map size is a build constant
terrainstatus	always	off (override)	locked-presentation	set_in_game	&flags.terrainstatus	optional status field off
tile_file	always	-	unavailable-external	set_gameview	-	tiles disabled
tile_height	always	-	unavailable-external	set_gameview	-	tiles disabled
tile_width	always	-	unavailable-external	set_gameview	-	tiles disabled
tiled_map	always	off (override)	unavailable-external	set_in_game	&iflags.wc_tiled_map	tiles disabled
time	always	on (override)	locked-presentation	set_in_game	&flags.time	displayed game time on
timed_delay	ifdef TIMED_DELAY	on	locked-presentation	set_in_game	&flags.nap	port never sleeps; value inert
tips	always	on	locked-presentation	set_in_game	&flags.tips	compiled default pinned
tombstone	always	on	locked-presentation	set_in_game	&flags.tombstone	compiled default pinned
toptenwin	always	off	locked-presentation	set_in_game	&iflags.toptenwin	compiled default pinned
traps	always	(built-in default symbol set)	locked-presentation	set_in_config	-	trap symbol set pinned
travel	always	on	locked-gameplay	set_in_game	&flags.travelcmd	compiled default pinned
travel_debug	else_ifdef DEBUG	off	unavailable-external	set_wizonly	-	wizard/DEBUG only
tutorial	always	on	locked-gameplay	set_in_config	&flags.tutorial	compiled default pinned
use_darkgray	always	on	locked-presentation	set_in_config	&iflags.wc2_darkgray	WC2_DARKGRAY not advertised; inert
use_inverse	always	on (override)	locked-presentation	set_in_game	&iflags.wc_inverse	inverse on
use_truecolor	always	off (override)	locked-presentation	set_in_config	&iflags.use_truecolor	enhanced colors off
vary_msgcount	always	0	locked-presentation	set_gameview	-	WC_VARY_MSGCOUNT not advertised
verbose	always	on	locked-presentation	set_in_game	&flags.verbose	message verbosity pinned
versinfo	always	4 (have_branch)	locked-presentation	set_in_game	-	compiled default pinned
video	if defined(MSDOS) && defined(NO_TERMS)	-	unavailable-external	set_in_config	-	platform facility absent; guard inactive in this build
videocolors	ifdef VIDEOSHADES	-	unavailable-external	set_gameview	-	platform facility absent; guard inactive in this build
videoshades	ifdef VIDEOSHADES	-	unavailable-external	set_gameview	-	platform facility absent; guard inactive in this build
video_width	ifdef MSDOS	-	unavailable-external	set_gameview	-	platform facility absent; guard inactive in this build
video_height	ifdef MSDOS	-	unavailable-external	set_gameview	-	platform facility absent; guard inactive in this build
voices	else_ifdef SND_SPEECH	off	unavailable-external	set_gameview	&iflags.voices	sound/speech disabled
vt_tiledata	else_ifdef TTY_TILES_ESCCODES	off	unavailable-external	set_in_config	-	tty tile escape codes not compiled
vt_sounddata	else_ifdef TTY_SOUND_ESCCODES	off	unavailable-external	set_in_config	-	tty sound escape codes not compiled
warnings	always	(built-in default symbol set)	locked-presentation	set_in_config	-	warning symbol set pinned
weaponstatus	always	off (override)	locked-presentation	set_in_game	&flags.weaponstatus	optional status field off
whatis_coord	always	none (GPCOORDS_NONE)	locked-presentation	set_in_game	-	compiled default pinned
whatis_filter	always	none (GFILTER_NONE)	locked-presentation	set_in_game	-	compiled default pinned
whatis_menu	always	off	locked-presentation	set_in_game	&iflags.getloc_usemenu	compiled default pinned
whatis_moveskip	always	off	locked-presentation	set_in_game	&iflags.getloc_moveskip	compiled default pinned
windowborders	always	auto (iflags.wc2_windowborders = 2)	locked-presentation	set_in_game	-	compiled default pinned
windowchain	ifdef WINCHAIN	-	unavailable-external	set_in_sysconf	-	window chaining not compiled; guard inactive in this build
windowcolors	always	(none set)	locked-presentation	set_gameview	-	window colors pinned
wizmgender	always	off	unavailable-external	set_wizonly	&iflags.wizmgender	wizard-only
wizweight	always	off	unavailable-external	set_wizonly	&iflags.wizweight	wizard-only
wraptext	always	off	locked-presentation	set_in_game	&iflags.wc2_wraptext	WC2_WRAPTEXT not advertised
cond_	always	n/a (prefix)	locked-presentation	set_hidden	-	condition namespace; see conditions section
font	always	n/a (prefix)	unavailable-external	set_hidden	-	font prefix; no font facility
IBM_	if defined(MICRO) && !defined(AMIGA)	n/a (prefix)	unavailable-external	set_hidden	-	micro platform prefix; not compiled; guard inactive in this build

# == colors (include/color.h; exact native names, native slot numbering) ==
# name <TAB> guard <TAB> resolved startup value <TAB> classification <TAB> setter <TAB> saved <TAB> rationale
color.CLR_BLACK	always	0/black	locked-presentation	colortable[]	-	public wire name for native basic-color slot 0
color.CLR_RED	always	1/red	locked-presentation	colortable[]	-	public wire name for native basic-color slot 1
color.CLR_GREEN	always	2/green	locked-presentation	colortable[]	-	public wire name for native basic-color slot 2
color.CLR_BROWN	always	3/brown	locked-presentation	colortable[]	-	public wire name for native basic-color slot 3
color.CLR_BLUE	always	4/blue	locked-presentation	colortable[]	-	public wire name for native basic-color slot 4
color.CLR_MAGENTA	always	5/magenta	locked-presentation	colortable[]	-	public wire name for native basic-color slot 5
color.CLR_CYAN	always	6/cyan	locked-presentation	colortable[]	-	public wire name for native basic-color slot 6
color.CLR_GRAY	always	7/gray	locked-presentation	colortable[]	-	public wire name for native basic-color slot 7
color.NO_COLOR	always	8/none	locked-presentation	colortable[]	-	public wire name for native basic-color slot 8
color.CLR_ORANGE	always	9/orange	locked-presentation	colortable[]	-	public wire name for native basic-color slot 9
color.CLR_BRIGHT_GREEN	always	10/brightgreen	locked-presentation	colortable[]	-	public wire name for native basic-color slot 10
color.CLR_YELLOW	always	11/yellow	locked-presentation	colortable[]	-	public wire name for native basic-color slot 11
color.CLR_BRIGHT_BLUE	always	12/brightblue	locked-presentation	colortable[]	-	public wire name for native basic-color slot 12
color.CLR_BRIGHT_MAGENTA	always	13/brightmagenta	locked-presentation	colortable[]	-	public wire name for native basic-color slot 13
color.CLR_BRIGHT_CYAN	always	14/brightcyan	locked-presentation	colortable[]	-	public wire name for native basic-color slot 14
color.CLR_WHITE	always	15/white	locked-presentation	colortable[]	-	public wire name for native basic-color slot 15

# == status conditions (src/botl.c; default enabled subset frozen) ==
# name <TAB> guard <TAB> resolved startup value <TAB> classification <TAB> setter <TAB> saved <TAB> rationale
cond.barehanded	always	off (rank 20, text 'Bare')	locked-presentation	cond_barehanded	-	condition display: hidden when enabled and true
cond.blind	always	on (rank 10, text 'Blind')	locked-presentation	cond_blind	-	condition display: shown when enabled and true
cond.busy	always	off (rank 20, text 'Busy')	locked-presentation	cond_busy	-	condition display: hidden when enabled and true
cond.conf	always	on (rank 10, text 'Conf')	locked-presentation	cond_conf	-	condition display: shown when enabled and true
cond.deaf	always	on (rank 10, text 'Deaf')	locked-presentation	cond_deaf	-	condition display: shown when enabled and true
cond.iron	always	on (rank 15, text 'Iron')	locked-presentation	cond_iron	-	condition display: shown when enabled and true
cond.fly	always	on (rank 10, text 'Fly')	locked-presentation	cond_fly	-	condition display: shown when enabled and true
cond.foodPois	always	on (rank 6, text 'FoodPois')	locked-presentation	cond_foodPois	-	condition display: shown when enabled and true
cond.glowhands	always	off (rank 20, text 'Glow')	locked-presentation	cond_glowhands	-	condition display: hidden when enabled and true
cond.grab	always	on (rank 2, text 'Grab')	locked-presentation	cond_grab	-	condition display: shown when enabled and true
cond.hallucinat	always	on (rank 10, text 'Hallu')	locked-presentation	cond_hallucinat	-	condition display: shown when enabled and true
cond.held	always	off (rank 20, text 'Held')	locked-presentation	cond_held	-	condition display: hidden when enabled and true
cond.ice	always	off (rank 20, text 'Icy')	locked-presentation	cond_ice	-	condition display: hidden when enabled and true
cond.lava	always	on (rank 8, text 'InLava')	locked-presentation	cond_lava	-	condition display: shown when enabled and true
cond.levitate	always	on (rank 10, text 'Lev')	locked-presentation	cond_levitate	-	condition display: shown when enabled and true
cond.paralyzed	always	off (rank 20, text 'Parlyz')	locked-presentation	cond_paralyzed	-	condition display: hidden when enabled and true
cond.ride	always	on (rank 10, text 'Ride')	locked-presentation	cond_ride	-	condition display: shown when enabled and true
cond.sleep	always	off (rank 20, text 'Zzz')	locked-presentation	cond_sleep	-	condition display: hidden when enabled and true
cond.slime	always	on (rank 6, text 'Slime')	locked-presentation	cond_slime	-	condition display: shown when enabled and true
cond.slip	always	off (rank 20, text 'Slip')	locked-presentation	cond_slip	-	condition display: hidden when enabled and true
cond.stone	always	on (rank 6, text 'Stone')	locked-presentation	cond_stone	-	condition display: shown when enabled and true
cond.strngl	always	on (rank 4, text 'Strngl')	locked-presentation	cond_strngl	-	condition display: shown when enabled and true
cond.stun	always	on (rank 10, text 'Stun')	locked-presentation	cond_stun	-	condition display: shown when enabled and true
cond.submerged	always	off (rank 15, text 'Submrg')	locked-presentation	cond_submerged	-	condition display: hidden when enabled and true
cond.termIll	always	on (rank 6, text 'TermIll')	locked-presentation	cond_termIll	-	condition display: shown when enabled and true
cond.tethered	always	off (rank 20, text 'Teth')	locked-presentation	cond_tethered	-	condition display: hidden when enabled and true
cond.trap	always	off (rank 20, text 'Trap')	locked-presentation	cond_trap	-	condition display: hidden when enabled and true
cond.unconscious	always	off (rank 20, text 'Out')	locked-presentation	cond_unconscious	-	condition display: hidden when enabled and true
cond.woundedlegs	always	off (rank 20, text 'WLegs')	locked-presentation	cond_woundedlegs	-	condition display: hidden when enabled and true
cond.holding	always	off (rank 20, text 'UHold')	locked-presentation	cond_holding	-	condition display: hidden when enabled and true

# == window capabilities (include/winprocs.h WC_/WC2_ bits) ==
# name <TAB> guard <TAB> resolved startup value <TAB> classification <TAB> setter <TAB> saved <TAB> rationale
cap.WC_COLOR	always	0x00000001L on	locked-presentation	windowprocs.wincap	-	basic color rendering
cap.WC_HILITE_PET	always	0x00000002L on	locked-presentation	windowprocs.wincap	-	pet highlighting
cap.WC_ASCII_MAP	always	0x00000004L off	locked-presentation	windowprocs.wincap	-	declared only with a fixture
cap.WC_TILED_MAP	always	0x00000008L off	locked-presentation	windowprocs.wincap	-	tiles disabled
cap.WC_PRELOAD_TILES	always	0x00000010L off	locked-presentation	windowprocs.wincap	-	tiles disabled
cap.WC_TILE_WIDTH	always	0x00000020L off	locked-presentation	windowprocs.wincap	-	tiles disabled
